logFC,AveExpr,t,P.Value,adj.P.Val,B,symbol
-0.029279713885920846,5.325199924053165,-4.7614550462145155,1.4355771671603462e-5,0.36192093510874923,2.4118391390707314,KCTD11
0.04155099510739657,2.5831560173627564,4.5019168522546185,3.535107924281225e-5,0.36192093510874923,1.537902675939276,RGS13
-0.022739514689007968,6.596609235681484,-4.299235147513744,7.049253083003922e-5,0.36192093510874923,0.8711180347845486,RAB4B
-0.03148751378675205,4.32164962121689,-4.244840417309013,8.464981103881775e-5,0.36192093510874923,0.6947211173644403,MIR4274
-0.05069083176391109,5.193793330615567,-4.087584118054444,1.4288007851223799e-4,0.36192093510874923,0.19123657834372043,KPNB1
-0.02702166945543695,6.084385220411001,-4.039105303736493,1.6760859450991173e-4,0.36192093510874923,0.038044049503279886,HDAC4
-0.024789377489737904,5.857170095356431,-4.030151887146112,1.7260728543883825e-4,0.36192093510874923,0.009858934495035498,CCDC107
-0.025974802572889522,6.655160819993809,-4.024054984500866,1.760932796053812e-4,0.36192093510874923,-0.009314573170656537,CHST12
-0.02424102520359463,5.5999172376393025,-3.983198631389176,2.0127023213847736e-4,0.36192093510874923,-0.13739097734856998,ZNF160
-0.025465999922069733,4.158421343282427,-3.9652872885897077,2.133720441242132e-4,0.36192093510874923,-0.19331317781681268,MUC12
-0.029706702482930177,7.114940782713447,-3.964899469927734,2.1364168383787994e-4,0.36192093510874923,-0.1945224740051863,NFE2L1
-0.030072822194609695,5.825836451029307,-3.956923153521519,2.1926083701192997e-4,0.36192093510874923,-0.21937970793911443,ZNF710
-0.06090972985995497,6.111766655238089,-3.9487629623090066,2.251568910133057e-4,0.36192093510874923,-0.24478124583536598,MIR210HG
0.03551664567606114,4.374425176595034,3.9447386226876633,2.281206231866227e-4,0.36192093510874923,-0.25729772839303866,NUS1P3
-0.02392358328264181,5.054863025866113,-3.9335152321061235,2.3658613507697562e-4,0.36192093510874923,-0.29216710769007115,BCAT2
-0.03316415591279266,6.0543598410982895,-3.918512424675025,2.4837635789130597e-4,0.36192093510874923,-0.33869183655949087,ALDOA
0.028999968750564487,2.6039195281625114,3.9060815788282754,2.5857226320376606e-4,0.36192093510874923,-0.3771651551573596,KLKB1
-0.0366172467070155,6.304931788754151,-3.8794146512551344,2.8182198014395436e-4,0.36192093510874923,-0.45946612317719104,ATF5
-0.021924609817501352,5.9747476247123865,-3.8732927927678036,2.8743659900205593e-4,0.36192093510874923,-0.4783146306701047,PARP10
-0.02283889003959439,5.496142114210069,-3.8517341292680602,3.0807844830074005e-4,0.36192093510874923,-0.5445561580440783,NME3
-0.02200111245103672,5.397793195422738,-3.8493501455303174,3.1044670363505493e-4,0.36192093510874923,-0.5518682469683815,TMEM9
0.037218031075484895,2.0161464923217416,3.842324113691594,3.175286426761345e-4,0.36192093510874923,-0.5734031960948149,C2orf66
-0.05401820346585168,6.020084912079448,-3.8409463338793803,3.189354846689263e-4,0.36192093510874923,-0.5776234742883535,IGH
0.03376337674756597,1.7922817165105844,3.834371954217193,3.257314687444313e-4,0.36192093510874923,-0.5977494766677394,OR2AK2
-0.0242133626414465,6.334117622122937,-3.832522019355469,3.276687180413025e-4,0.36192093510874923,-0.6034090639583214,RRBP1
-0.025220005041626074,5.945700313149366,-3.797506524459657,3.664942961074577e-4,0.36192093510874923,-0.7102354294835314,EIF4ENIF1
-0.026959032246005262,5.316136508075593,-3.7714960583890518,3.9815606633066865e-4,0.36192093510874923,-0.7892192556116546,LSM4
-0.026977104641578792,4.578279357264417,-3.747668831274148,4.2945090625222637e-4,0.36192093510874923,-0.8612936137010951,CTSLP8
0.029739080561783735,2.0754618345955276,3.7387903676027707,4.4170454281661805e-4,0.36192093510874923,-0.8880808803458908,HRH4
-0.031850311290762136,5.229695892907197,-3.72582172688039,4.602073235340848e-4,0.36192093510874923,-0.9271409375302664,MIR4277
-0.021832669949775334,5.381044364516581,-3.7200288209881394,4.6871018489345087e-4,0.36192093510874923,-0.9445624361551284,GPR153
-0.02449833844099495,5.779465641777852,-3.707155699181534,4.881476311529888e-4,0.36192093510874923,-0.9832189898799584,IMPDH1
-0.015767102851217074,4.844206665260329,-3.707048799273999,4.883122294700749e-4,0.36192093510874923,-0.9835396633477824,ZNF333
-0.02504977198110288,5.334616761408211,-3.7028132234482496,4.948768746478681e-4,0.36192093510874923,-0.9962408988250546,KLHL22
-0.01865991280723083,5.293910929426668,-3.7003511126342477,4.987316149885794e-4,0.36192093510874923,-1.0036200439131822,ABHD14B
-0.02794171530997203,6.32817783705354,-3.693749053944426,5.092103983908603e-4,0.36192093510874923,-1.0233924246497876,BHLHA15
-0.06928787096934223,5.204290126703898,-3.6881943514066444,5.181898029263993e-4,0.36192093510874923,-1.0400116786888685,HILPDA
0.03401992211701957,1.9508195250545233,3.661660730495773,5.632146924045076e-4,0.36192093510874923,-1.1191901957217638,PREX2
-0.020011781396572514,5.051372031068613,-3.660362728233623,5.655106431331314e-4,0.36192093510874923,-1.1230546735551092,BCAT2
-0.019064779815318577,5.4124414833044785,-3.655648142158645,5.73925506708247e-4,0.36192093510874923,-1.1370841886471519,LOC105379655
-0.02731661470778979,6.415567243671004,-3.648081955230798,5.876808895832435e-4,0.36192093510874923,-1.1595764582813803,ETFB
0.027205810391230444,1.5109281706699,3.642002662180909,5.989609195432965e-4,0.36192093510874923,-1.177628049269721,SNORD114-10
0.03203133448986653,1.7678058958863758,3.634666539656209,6.128486615565867e-4,0.36192093510874923,-1.1993871837206989,HMGA2
0.02756675014972647,5.409165263109618,3.6193424110738377,6.428575770984625e-4,0.36192093510874923,-1.2447524291298269,LAPTM4B
0.07269561915598878,10.092452321190597,3.613481922635671,6.547010312314358e-4,0.36192093510874923,-1.262070651369731,RNU4ATAC
-0.025168538064718946,6.087232294802411,-3.6122030855857252,6.573129905572018e-4,0.36192093510874923,-1.265847429223939,PSD4
-0.019549598398980808,5.511811227584566,-3.588562728358942,7.074274579481542e-4,0.36192093510874923,-1.335515925700343,BAK1
-0.02641030037427268,6.250963181732979,-3.583580932947622,7.184437437184899e-4,0.36192093510874923,-1.3501613055619233,C19orf66
0.04888870345100975,3.4618752584976358,3.577599107607713,7.318877423702441e-4,0.36192093510874923,-1.3677298991935904,RETNLB
0.01870378788015424,3.0348019205111263,3.5714621902171153,7.45929562416047e-4,0.36192093510874923,-1.3857350704437152,EXTL2
-0.0315695053741354,6.1213398302044695,-3.5674293718322043,7.552965397567298e-4,0.36192093510874923,-1.3975565428473526,IDH2
-0.055646187647925345,6.376124347954636,-3.564702725482979,7.61693141169708e-4,0.36192093510874923,-1.405544501965946,GYS1
-0.03420164041422598,5.490708294500424,-3.55839819455998,7.766817236578124e-4,0.36192093510874923,-1.4239996318996502,ACAD9
0.023254880955260532,2.893759775497502,3.5581960546306672,7.77166919765242e-4,0.36192093510874923,-1.4245910152314147,DNA2
-0.015222818776137386,5.711209128595922,-3.556776504731432,7.805824129140936e-4,0.36192093510874923,-1.4287434794511213,VGLL4
0.014542433397277937,3.4969297035050912,3.554641809145189,7.85745529491226e-4,0.36192093510874923,-1.4349859397583025,KANSL1L
-0.019881003102315928,5.611135969257705,-3.550038675953723,7.969899915681585e-4,0.36192093510874923,-1.4484388523304617,CHST2
-0.018643196472186194,5.7637891183767325,-3.544617900804675,8.104284706687678e-4,0.36192093510874923,-1.464267392755147,NRN1L
0.015476033480104118,3.9385396471058107,3.542528022254561,8.156668810320401e-4,0.36192093510874923,-1.4703657471969427,LINC00630
-0.03100004492244168,5.779479780828422,-3.5390664088771495,8.244146870545854e-4,0.36192093510874923,-1.4804619248047075,CYP2S1
0.03394090598816315,1.6411744718095997,3.5373450923327807,8.287978169506289e-4,0.36192093510874923,-1.485480030997775,BBOX1
-0.030466774414376736,5.6591680348488405,-3.5355814467567948,8.33311758047319e-4,0.36192093510874923,-1.490619949459128,RIPK3
-0.03790052886446583,6.065204516589096,-3.521730806186591,8.695848377551755e-4,0.36192093510874923,-1.5309298490816072,FLOT1
-0.017188821300479037,5.420147475499266,-3.5206842387265826,8.723859266763575e-4,0.36192093510874923,-1.5339716565795563,POMGNT1
-0.03859538641748144,6.246205073541271,-3.5194908352860583,8.755905004437726e-4,0.36192093510874923,-1.537439541910902,IL4I1
