logFC,AveExpr,t,P.Value,adj.P.Val,B,symbol
-0.41169547330290185,4.553748522914483,-4.85657572736897,7.616508412073647e-5,0.3410067330349276,0.975532994122184,MCTP2
0.32883328742396056,4.790628499712748,4.637630674353062,1.2950374371700825e-4,0.3410067330349276,0.5959183351189772,PLEK2
0.31815100536309826,3.1764778078517284,4.595749633775783,1.4337435100947543e-4,0.3410067330349276,0.5227078625140082,SOX6
0.5737503678515792,6.208464313752579,4.567539185930783,1.5354995588277214e-4,0.3410067330349276,0.473295143085652,PITHD1
0.20405807876356705,5.4450659273804085,4.542494155969199,1.6319037812237595e-4,0.3410067330349276,0.42936198345679344,KLC3
0.46252993848531665,3.348419538616336,4.3942245132682105,2.3408188400044137e-4,0.3410067330349276,0.16810852535890408,MIR378D2
-0.2801210316346165,6.233889073516666,-4.376315395455903,2.4451261882930286e-4,0.3410067330349276,0.13642753324425438,ALOX5
-0.3917718044230352,5.5978793139852066,-4.350500080938926,2.603724561562556e-4,0.3410067330349276,0.09071717449774397,CTSH
0.26992281489057235,5.593521475092809,4.336569649516201,2.6935431727146363e-4,0.3410067330349276,0.06603031081393151,ZNF890P
0.33241408888721674,3.9111328194627566,4.319522743288327,2.807684791730193e-4,0.3410067330349276,0.03580141532348957,LOC100130899
0.33241408888721674,3.9111328194627566,4.319522743288327,2.807684791730193e-4,0.3410067330349276,0.03580141532348957,LOC100130899
0.3669866446459229,4.301628324844041,4.307349217660623,2.892145086795006e-4,0.3410067330349276,0.01420176692259556,RHCE
0.24188916183170744,4.70898567001409,4.282746116551616,3.070677759449134e-4,0.3410067330349276,-0.02948296121958993,ZNF823
0.23544582116316232,4.546306172444967,4.243849581134916,3.3756703262248885e-4,0.3410067330349276,-0.09862801985230174,KDM4A-AS1
0.3995360936824233,4.078775179484432,4.220459879346883,3.5734544214674366e-4,0.3410067330349276,-0.14025244435190753,PAGE2
-0.2815139497713023,5.251422196808855,-4.194994096126851,3.8019703470963987e-4,0.3410067330349276,-0.18560793648163276,EIF4G3
-0.8961664327376938,6.0538696290082,-4.191250297760064,3.836772969487015e-4,0.3410067330349276,-0.19227886255892024,FCGR2A
0.29450709690124754,4.258748297989297,4.189547914981191,3.85270340408532e-4,0.3410067330349276,-0.1953125264360045,ITLN1
0.2909958799767045,3.646769047045721,4.18714708192775,3.8752819714430527e-4,0.3410067330349276,-0.1995911057185893,PIGC
0.34238651787807595,6.121696315903523,4.1647925027453425,4.0919548685371257e-4,0.3410067330349276,-0.2394445489774979,ANKH
0.2243355950152901,5.196492603259259,4.162996729719269,4.109876006802655e-4,0.3410067330349276,-0.2426471670444057,CCDC183-AS1
0.22281508380885692,5.190399079705392,4.13190588209464,4.4328548729821927e-4,0.3410067330349276,-0.2981208187339597,STX17-AS1
0.24107273701659146,3.3362169320394215,4.127061319787985,4.4854105709529686e-4,0.3410067330349276,-0.3067689139111378,ABCG2
-0.47885958191560174,4.03622108168159,-4.12693411378388,4.4867988848397493e-4,0.3410067330349276,-0.3069960059163819,CCDC50
0.33117267324056715,4.95681384803233,4.083152746564263,4.990968026221828e-4,0.3410067330349276,-0.38519873758921364,TSPAN5
0.6858459270135642,3.766546155974172,4.071037378278258,5.140188845031762e-4,0.3410067330349276,-0.4068535918490266,PAGE2B
-0.26981585046148276,6.948478183441342,-4.060131222474947,5.278309564508289e-4,0.3410067330349276,-0.4263520175344464,P4HB
0.7216587403784054,7.055936312728862,4.054005533726654,5.35750138814972e-4,0.3410067330349276,-0.43730571542941465,TUBB2A
-0.5869816282312996,6.922224981142991,-4.03888433246579,5.558081967849571e-4,0.3410067330349276,-0.46435062412833084,ADAM19
0.29569317888764085,5.030309026356559,4.0386273768034515,5.561554208278855e-4,0.3410067330349276,-0.46481026974143,SPTB
0.36989907934018634,4.313000328040298,4.028788549085307,5.696141374219406e-4,0.3410067330349276,-0.4824117808572428,LRRN3
0.5854939798347758,5.889619734867784,4.003887420922375,6.051411744713763e-4,0.3410067330349276,-0.5269735036753387,ANK1
0.2827849866130068,5.388208487002621,4.000516801532311,6.101163644916908e-4,0.3410067330349276,-0.5330068373834358,ZNF815P
0.3667471668375089,5.88163354834349,3.9983633982690567,6.133161437086357e-4,0.3410067330349276,-0.5368615541169541,PHOSPHO1
0.33146859252913874,5.599640053792613,3.9673032233862178,6.613668881458539e-4,0.3410067330349276,-0.5924751381201849,FOXO4
0.20505034175083597,5.38402033846538,3.960386019188439,6.725668344427845e-4,0.3410067330349276,-0.6048637929646761,CEP68
0.4073756363310453,4.599408545263855,3.939484165309175,7.075666597496491e-4,0.3410067330349276,-0.6423053519552617,ATP1B2
0.3122760589409897,4.962969426212066,3.9368256294525326,7.121459688211503e-4,0.3410067330349276,-0.6470682499280622,ZNF890P
-0.43923581758283475,6.044065726021315,-3.9305514837252438,7.230700522631969e-4,0.3410067330349276,-0.6583092343793515,MPZL1
-0.6523272773969487,4.264743185262573,-3.9296676084506434,7.246222916337665e-4,0.3410067330349276,-0.6598928767749097,OGFRL1
0.4020466872701677,4.923190864899805,3.9292037935403363,7.254381535998705e-4,0.3410067330349276,-0.6607239013426671,YME1L1
0.37176604147241876,3.8832213754660305,3.914170823532643,7.523806251995523e-4,0.3410067330349276,-0.6876607723053807,AGO1
0.21455563193668192,3.027983776199222,3.9103075944010097,7.594632033826671e-4,0.3410067330349276,-0.6945837199164044,OR7D2
-0.5111440639397704,6.034769063956702,-3.9073841729559544,7.648667077568503e-4,0.3410067330349276,-0.69982267672576,TRIO
